Mes pago tarjeta;Fecha gasto;descripcion;importe;Tarjeta;Cuota;Con cuota;cantidad cuotas;Cierra;Vence;¿ Vencido ?;Agrupado;actual y proximo;Cuota Finalizada;tipo
44713;44494;SEGURO CAUCION;-227,67;VISA SANTANDER;8;Si;12;44721;44729;Proyectado y Actual;GASTO;Actual y Proximo;FALSO;REAL
44743;44494;SEGURO CAUCION;-227,67;VISA SANTANDER;9;Si;12;44751;44759;Proyectado y Actual;GASTO;No;FALSO;REAL
44774;44494;SEGURO CAUCION;-227,67;VISA SANTANDER;10;Si;12;44781;44789;Proyectado y Actual;GASTO;No;FALSO;REAL
44805;44494;SEGURO CAUCION;-227,67;VISA SANTANDER;11;Si;12;44811;44819;Proyectado y Actual;GASTO;No;FALSO;REAL
44835;44494;SEGURO CAUCION;-227,67;VISA SANTANDER;12;Si;12;44841;44849;Proyectado y Actual;GASTO;No;VERDADERO;REAL
44501;44505;HAKA;-1200;VISA SANTANDER;1;Si;3;44511;44519;Vencido;GASTO;No;FALSO;REAL
44531;44505;HAKA;-1200;VISA SANTANDER;2;Si;3;44539;44547;Vencido;GASTO;No;FALSO;REAL
44562;44505;HAKA;-1200;VISA SANTANDER;3;Si;3;44202;44210;Vencido;GASTO;No;VERDADERO;REAL
44501;44508;DIA;-3142,2;VISA SANTANDER;1;No;1;44511;44519;Vencido;GASTO;No;VERDADERO;REAL
44501;44510;LA VERA PASTA;-1111,22;VISA SANTANDER;1;No;1;44511;44519;Vencido;GASTO;No;VERDADERO;REAL
44501;44510;LA VERA PASTA;-980;GASTOS CORRIENTES;1;No;1;44501;44501;Vencido;GASTO;No;VERDADERO;REAL
44501;44510;REGALO BEBE;-1720;VISA SANTANDER;1;Si;3;44511;44519;Vencido;GASTO;No;FALSO;REAL
44531;44510;REGALO BEBE;-1720;VISA SANTANDER;2;Si;3;44539;44547;Vencido;GASTO;No;FALSO;REAL
44562;44510;REGALO BEBE;-1720;VISA SANTANDER;3;Si;3;44202;44210;Vencido;GASTO;No;VERDADERO;REAL
44501;44511;SUBE;-500;GASTOS CORRIENTES;1;No;1;44501;44501;Vencido;GASTO;No;VERDADERO;REAL
44501;44511;VERDULERIA;-1430;GASTOS CORRIENTES;1;No;1;44501;44501;Vencido;GASTO;No;VERDADERO;REAL
44501;44520;TINTORERIA;-2200;GASTOS NO CORRIENTES;1;No;1;44501;44501;Vencido;GASTO;No;VERDADERO;REAL
44501;44512;PIETRA VERDE;-5000;INVERSION;1;No;1;44501;44501;Vencido;INVERSION;No;VERDADERO;REAL
44501;44505;PIETRA VERDE;-20212;INVERSION;1;No;1;44501;44501;Vencido;INVERSION;No;VERDADERO;REAL
44470;44488;VAYO BUSSINESS;-70500;INVERSION;1;No;1;44470;44470;Vencido;INVERSION;No;VERDADERO;REAL
44409;44425;VAYO BUSSINESS;-29960;INVERSION;1;No;1;44409;44409;Vencido;INVERSION;No;VERDADERO;REAL
44378;44384;VAYO BUSSINESS;-13000;INVERSION;1;No;1;44378;44378;Vencido;INVERSION;No;VERDADERO;REAL
44348;44361;VAYO BUSSINESS;-16400;INVERSION;1;No;1;44348;44348;Vencido;INVERSION;No;VERDADERO;REAL
44317;44327;VAYO BUSSINESS;-10000;INVERSION;1;No;1;44317;44317;Vencido;INVERSION;No;VERDADERO;REAL
44531;44512;LS GROUP;-933;MERCADO PAGO;1;Si;3;44525;44536;Vencido;GASTO;No;FALSO;REAL
44562;44512;LS GROUP;-933;MERCADO PAGO;2;No;3;44572;44580;Vencido;GASTO;No;FALSO;REAL
44593;44512;LS GROUP;-933;MERCADO PAGO;3;No;3;44603;44611;Vencido;GASTO;No;VERDADERO;REAL
44501;44513;CUMPLE CARLOS;-1500;GASTOS NO CORRIENTES;1;No;1;44501;44501;Vencido;GASTO;No;VERDADERO;REAL
44501;44514;FUTBOL;-500;GASTOS CORRIENTES;1;No;1;44501;44501;Vencido;GASTO;No;VERDADERO;REAL
44501;44514;SUPERMERCADO CHINO;-540;GASTOS CORRIENTES;1;No;1;44501;44501;Vencido;GASTO;No;VERDADERO;REAL
44501;44514;CARNICERIA;-220;GASTOS CORRIENTES;1;No;1;44501;44501;Vencido;GASTO;No;VERDADERO;REAL
44501;44514;VERDULERIA;-150;GASTOS CORRIENTES;1;No;1;44501;44501;Vencido;GASTO;No;VERDADERO;REAL
44501;44515;CARNICERIA;-4288;GASTOS CORRIENTES;1;No;1;44501;44501;Vencido;GASTO;No;VERDADERO;REAL
44501;44519;CARNICERIA;-1458;GASTOS CORRIENTES;1;No;1;44501;44501;Vencido;GASTO;No;VERDADERO;REAL
44501;44519;VERDULERIA;-1120;GASTOS CORRIENTES;1;No;1;44501;44501;Vencido;GASTO;No;VERDADERO;REAL
44531;44514;DIA;-1986,39;VISA SANTANDER;1;No;1;44539;44547;Vencido;GASTO;No;VERDADERO;REAL
44531;44514;DIA;-489,75;VISA SANTANDER;1;No;1;44539;44547;Vencido;GASTO;No;VERDADERO;REAL
44531;44519;HELADERIA;-1450;VISA SANTANDER;1;No;1;44539;44547;Vencido;GASTO;No;VERDADERO;REAL
44531;44519;DIA;-1686,87;VISA SANTANDER;1;No;1;44539;44547;Vencido;GASTO;No;VERDADERO;REAL
44531;44517;CAFÉ MARTINEZ;-518,24;VISA SANTANDER;1;No;1;44539;44547;Vencido;GASTO;No;VERDADERO;REAL
44531;44519;DIA;-1196,8;VISA SANTANDER;1;No;1;44539;44547;Vencido;GASTO;No;VERDADERO;REAL
44501;44520;FUTBOL;-500;GASTOS CORRIENTES;1;No;1;44501;44501;Vencido;GASTO;No;VERDADERO;REAL
44501;44524;TOBY;-2100;GASTOS NO CORRIENTES;1;No;1;44501;44501;Vencido;GASTO;No;VERDADERO;REAL
44501;44526;TOBY;-600;GASTOS NO CORRIENTES;1;No;1;44501;44501;Vencido;GASTO;No;VERDADERO;REAL
44501;44526;ROLLO Y PAPEL HIGIENICO;-1900;GASTOS NO CORRIENTES;1;No;1;44501;44501;Vencido;GASTO;No;VERDADERO;REAL
44501;44525;VERDULERIA;-1480;GASTOS CORRIENTES;1;No;1;44501;44501;Vencido;GASTO;No;VERDADERO;REAL
44531;44526;FARMACITY;-5419,26;VISA SANTANDER;1;Si;2;44539;44547;Vencido;GASTO;No;FALSO;REAL
44562;44526;FARMACITY;-5419,26;VISA SANTANDER;2;Si;2;44202;44210;Vencido;GASTO;No;VERDADERO;REAL
44531;44521;PEDIDOS YA;-1389;VISA SANTANDER;1;No;1;44539;44547;Vencido;GASTO;No;VERDADERO;REAL
44531;44526;SELFIE BEBE;-1600;VISA SANTANDER;1;No;1;44539;44547;Vencido;GASTO;No;VERDADERO;REAL
44531;43922;TELECENTRO;-4484;VISA SANTANDER;1;No;1;44539;44547;Vencido;GASTO;No;VERDADERO;REAL
44531;44533;GIMNASIO;-2600;GASTOS CORRIENTES;1;No;1;44531;44531;Vencido;GASTO;No;VERDADERO;REAL
44531;44533;VERDULERIA;-1458;GASTOS CORRIENTES;1;No;1;44531;44531;Vencido;GASTO;No;VERDADERO;REAL
44531;44527;DIA;-447;VISA SANTANDER;1;No;1;44539;44547;Vencido;GASTO;No;VERDADERO;REAL
44531;44532;SAN PEDRO;-13720;VISA SANTANDER;1;No;1;44539;44547;Vencido;GASTO;No;VERDADERO;REAL
44531;44530;SUBE;-300;VISA SANTANDER;1;No;1;44539;44547;Vencido;GASTO;No;VERDADERO;REAL
44531;44524;SUPERMERCADO CHINO;-810;VISA SANTANDER;1;No;1;44539;44547;Vencido;GASTO;No;VERDADERO;REAL
44531;44530;COMPRA BEBE;-858;VISA SANTANDER;1;No;1;44539;44547;Vencido;GASTO;No;VERDADERO;REAL
44531;44533;PUNITORIOS;-66,03;MERCADO PAGO;1;No;1;44525;44536;Vencido;GASTO;No;VERDADERO;REAL
44531;44534;CASAMIENTO NEMER;-10000;GASTOS NO CORRIENTES;1;No;1;44531;44531;Vencido;GASTO;No;VERDADERO;REAL
44531;44532;CHICOS RECIBIMIENTO ALDI;5400;GASTOS NO CORRIENTES;1;No;1;44531;44531;Vencido;GASTO;No;VERDADERO;REAL
44531;44532;VANU CENA RECIBIMIENTO ALDI;1000;GASTOS NO CORRIENTES;1;No;1;44531;44531;Vencido;GASTO;No;VERDADERO;REAL
44531;44533;FUTBOL;-500;GASTOS CORRIENTES;1;No;1;44531;44531;Vencido;GASTO;No;VERDADERO;REAL
44531;44533;AMIGOS;-1100;GASTOS NO CORRIENTES;1;No;1;44531;44531;Vencido;GASTO;No;VERDADERO;REAL
44531;44534;CHIPA;-480;GASTOS NO CORRIENTES;1;No;1;44531;44531;Vencido;GASTO;No;VERDADERO;REAL
44531;44534;HAKA;-817;VISA SANTANDER;1;Si;3;44539;44547;Vencido;GASTO;No;FALSO;REAL
44562;44534;HAKA;-817;VISA SANTANDER;2;Si;3;44202;44210;Vencido;GASTO;No;FALSO;REAL
44593;44534;HAKA;-817;VISA SANTANDER;3;Si;3;44602;44610;Vencido;GASTO;No;VERDADERO;REAL
44531;44534;CAMISA;-566,7;VISA SANTANDER;1;Si;6;44539;44547;Vencido;GASTO;No;FALSO;REAL
44562;44534;CAMISA;-566,7;VISA SANTANDER;2;Si;6;44202;44210;Vencido;GASTO;No;FALSO;REAL
44593;44534;CAMISA;-566,7;VISA SANTANDER;3;Si;6;44602;44610;Vencido;GASTO;No;FALSO;REAL
44621;44534;CAMISA;-566,7;VISA SANTANDER;4;Si;6;44264;44637;Vencido;GASTO;No;FALSO;REAL
44652;44534;CAMISA;-566,7;VISA SANTANDER;5;Si;6;44658;44668;Vencido;GASTO;No;FALSO;REAL
44682;44534;CAMISA;-566,7;VISA SANTANDER;6;Si;6;44686;44694;Proyectado y Actual;GASTO;Actual y Proximo;VERDADERO;REAL
44531;44533;LA VICTORIA;-600;VISA SANTANDER;1;No;1;44539;44547;Vencido;GASTO;No;VERDADERO;REAL
44531;44537;COTO;-6064,25;VISA SANTANDER;1;No;1;44539;44547;Vencido;GASTO;No;VERDADERO;REAL
44531;44537;POLLO;-1200;GASTOS NO CORRIENTES;1;No;1;44531;44531;Vencido;GASTO;No;VERDADERO;REAL
44562;44540;NEXTGARD;-2300;VISA SANTANDER;1;No;1;44202;44210;Vencido;GASTO;No;VERDADERO;REAL
44531;44520;Mercadopago*soicsushu6709;-2069;VISA SANTANDER;1;No;1;44539;44547;Vencido;GASTO;No;VERDADERO;REAL
44562;44541;PLATAFORMA 10;-4576,83;VISA SANTANDER;1;Si;3;44202;44210;Vencido;GASTO;No;FALSO;REAL
44593;44541;PLATAFORMA 10;-4576,83;VISA SANTANDER;2;Si;3;44602;44610;Vencido;GASTO;No;FALSO;REAL
44621;44541;PLATAFORMA 10;-4576,83;VISA SANTANDER;3;Si;3;44626;44634;Vencido;GASTO;No;VERDADERO;REAL
44562;44541;PLATAFORMA 10;-738;VISA SANTANDER;1;No;1;44202;44210;Vencido;GASTO;No;VERDADERO;REAL
44562;44540;COTILLON;-1252,68;VISA SANTANDER;1;No;1;44202;44210;Vencido;GASTO;No;VERDADERO;REAL
44531;44542;REGALOS;-3818,67;MERCADO PAGO;1;Si;3;44553;44562;Vencido;GASTO;No;FALSO;REAL
44562;44542;REGALOS;-3818,67;MERCADO PAGO;2;Si;3;44584;44593;Vencido;GASTO;No;FALSO;REAL
44593;44542;REGALOS;-3818,67;MERCADO PAGO;3;Si;3;44615;44621;Vencido;GASTO;No;VERDADERO;REAL
44562;44544;PLATAFORMA 10;-738;VISA SANTANDER;1;No;1;44202;44210;Vencido;GASTO;No;VERDADERO;REAL
44562;44544;PLATAFORMA 10;-2200,88;VISA SANTANDER;1;Si;6;44202;44210;Vencido;GASTO;No;FALSO;REAL
44593;44544;PLATAFORMA 10;-2200,88;VISA SANTANDER;2;Si;6;44602;44610;Vencido;GASTO;No;FALSO;REAL
44621;44544;PLATAFORMA 10;-2200,88;VISA SANTANDER;3;Si;6;44626;44634;Vencido;GASTO;No;FALSO;REAL
44652;44544;PLATAFORMA 10;-2200,88;VISA SANTANDER;4;Si;6;44658;44665;Vencido;GASTO;No;FALSO;REAL
44682;44544;PLATAFORMA 10;-2200,88;VISA SANTANDER;5;Si;6;44686;44694;Proyectado y Actual;GASTO;Actual y Proximo;FALSO;REAL
44713;44544;PLATAFORMA 10;-2200,88;VISA SANTANDER;6;Si;6;44718;44726;Proyectado y Actual;GASTO;Actual y Proximo;VERDADERO;REAL
44531;44543;JULI;-1000;GASTOS NO CORRIENTES;1;No;1;44531;44531;Vencido;GASTO;No;VERDADERO;REAL
44531;44543;CARNICERIA;-2888;GASTOS CORRIENTES;1;No;1;44531;44531;Vencido;GASTO;No;VERDADERO;REAL
44531;44544;CUMPLEANIOS;-300;GASTOS NO CORRIENTES;1;No;1;44531;44531;Vencido;GASTO;No;VERDADERO;REAL
44531;44544;CENA;-200;GASTOS NO CORRIENTES;1;No;1;44531;44531;Vencido;GASTO;No;VERDADERO;REAL
44531;44547;VERDULERIA;-1000;GASTOS CORRIENTES;1;No;1;44531;44531;Vencido;GASTO;No;VERDADERO;REAL
44531;44547;CENA NAVIDAD;-3800;GASTOS NO CORRIENTES;1;No;1;44531;44531;Vencido;GASTO;No;VERDADERO;REAL
44531;44547;CENA VANU;-600;GASTOS NO CORRIENTES;1;No;1;44531;44531;Vencido;GASTO;No;VERDADERO;REAL
44531;44547;DIDI;-1000;GASTOS NO CORRIENTES;1;No;1;44531;44531;Vencido;GASTO;No;VERDADERO;REAL
44531;44547;DIDI;-610;GASTOS NO CORRIENTES;1;No;1;44531;44531;Vencido;GASTO;No;VERDADERO;REAL
44531;44547;FUTBOL;-750;GASTOS CORRIENTES;1;No;1;44531;44531;Vencido;GASTO;No;VERDADERO;REAL
44531;44548;BEBE;-1500;GASTOS NO CORRIENTES;1;No;1;44531;44531;Vencido;GASTO;No;VERDADERO;REAL
44562;44550;CARREFOUR;-1310,2;VISA SANTANDER;1;No;1;44202;44210;Vencido;GASTO;No;VERDADERO;REAL
44562;44550;SANGUCHITOS ;-2600;VISA SANTANDER;1;No;1;44202;44210;Vencido;GASTO;No;VERDADERO;REAL
44531;44550;SANGUCHITOS ;-1000;GASTOS NO CORRIENTES;1;No;1;44531;44531;Vencido;GASTO;No;VERDADERO;REAL
44562;44547;BAÑO Y PELU TOBY;-1300;VISA SANTANDER;1;No;1;44202;44210;Vencido;GASTO;No;VERDADERO;REAL
44531;44551;SALIDA AMIGOS;-4760;GASTOS NO CORRIENTES;1;No;1;44531;44531;Vencido;GASTO;No;VERDADERO;REAL
44562;44562;NETFLIX;-1593;VISA SANTANDER;1;No;1;44567;44575;Vencido;GASTO;No;VERDADERO;REAL
44562;44544;FRIGORIFICO;-733;VISA SANTANDER;1;No;1;44567;44575;Vencido;GASTO;No;VERDADERO;REAL
44562;44545;CAFÉ MARTINEZ;-1160;VISA SANTANDER;1;No;1;44567;44575;Vencido;GASTO;No;VERDADERO;REAL
44562;44545;CAFÉ MARTINEZ;232;VISA SANTANDER;1;No;1;44567;44575;Vencido;GASTO;No;VERDADERO;REAL
44562;44546;PEDIDOS YA;-40;VISA SANTANDER;1;No;1;44567;44575;Vencido;GASTO;No;VERDADERO;REAL
44562;44546;PEDIDOS YA;-918,95;VISA SANTANDER;1;No;1;44567;44575;Vencido;GASTO;No;VERDADERO;REAL
44562;44545;FARMACITY;-2062,5;VISA SANTANDER;1;Si;2;44567;44575;Vencido;GASTO;No;FALSO;REAL
44593;44545;FARMACITY;-2062,5;VISA SANTANDER;2;Si;2;44602;44610;Vencido;GASTO;No;VERDADERO;REAL
44531;44553;CARNICERIA;-2587;GASTOS CORRIENTES;1;No;1;44531;44531;Vencido;GASTO;No;VERDADERO;REAL
44562;44553;DIA;-354;VISA SANTANDER;1;No;1;44567;44575;Vencido;GASTO;No;VERDADERO;REAL
44562;44553;FARMACITY;-1136,64;VISA SANTANDER;1;Si;2;44567;44575;Vencido;GASTO;No;FALSO;REAL
44593;44553;FARMACITY;-1136,64;VISA SANTANDER;2;Si;2;44602;44610;Vencido;GASTO;No;VERDADERO;REAL
44562;44553;MIRA LO QUE TENGO BEBES;-610;VISA SANTANDER;1;Si;3;44567;44575;Vencido;GASTO;No;FALSO;REAL
44593;44553;MIRA LO QUE TENGO BEBES;-610;VISA SANTANDER;2;Si;3;44602;44610;Vencido;GASTO;No;FALSO;REAL
44621;44553;MIRA LO QUE TENGO BEBES;-610;VISA SANTANDER;3;Si;3;44626;44634;Vencido;GASTO;No;VERDADERO;REAL
44562;44553;MATTHEW JUGUETERIA;-891,68;VISA SANTANDER;1;Si;3;44567;44575;Vencido;GASTO;No;FALSO;REAL
44593;44553;MATTHEW JUGUETERIA;-891,68;VISA SANTANDER;2;Si;3;44602;44610;Vencido;GASTO;No;FALSO;REAL
44621;44553;MATTHEW JUGUETERIA;-891,68;VISA SANTANDER;3;Si;3;44626;44634;Vencido;GASTO;No;VERDADERO;REAL
44562;44553;MATTHEW JUGUETERIA;-958,34;VISA SANTANDER;1;Si;3;44567;44575;Vencido;GASTO;No;FALSO;REAL
44593;44553;MATTHEW JUGUETERIA;-958,34;VISA SANTANDER;2;Si;3;44602;44610;Vencido;GASTO;No;FALSO;REAL
44621;44553;MATTHEW JUGUETERIA;-958,34;VISA SANTANDER;3;Si;3;44626;44634;Vencido;GASTO;No;VERDADERO;REAL
44562;44553;KANIKAMA JEANS;-1166,68;VISA SANTANDER;1;Si;3;44567;44575;Vencido;GASTO;No;FALSO;REAL
44593;44553;KANIKAMA JEANS;-1166,68;VISA SANTANDER;2;Si;3;44602;44610;Vencido;GASTO;No;FALSO;REAL
44621;44553;KANIKAMA JEANS;-1166,68;VISA SANTANDER;3;Si;3;44626;44634;Vencido;GASTO;No;VERDADERO;REAL
44531;44553;SALIDA AMIGOS;-3690;GASTOS CORRIENTES;1;No;1;44531;44531;Vencido;GASTO;No;VERDADERO;REAL
44531;44540;VAYO BUSSINESS;-40000;INVERSION;1;No;1;44531;44531;Vencido;INVERSION;No;VERDADERO;REAL
44531;44560;SANGUCHITOS ;-600;VISA SANTANDER;1;No;1;44531;44531;Vencido;GASTO;No;VERDADERO;REAL
44531;44560;AURICULARES;-400;GASTOS NO CORRIENTES;1;No;1;44531;44531;Vencido;GASTO;No;VERDADERO;REAL
44531;44560;CANDADOS;-1250;GASTOS NO CORRIENTES;1;No;1;44531;44531;Vencido;GASTO;No;VERDADERO;REAL
44531;44560;SUAVIZANTE Y ALCOHOL;-700;GASTOS NO CORRIENTES;1;No;1;44531;44531;Vencido;GASTO;No;VERDADERO;REAL
44531;44560;VERDULERIA;-270;GASTOS CORRIENTES;1;No;1;44531;44531;Vencido;GASTO;No;VERDADERO;REAL
44531;44559;CUMPLE MELLIS;-900;GASTOS NO CORRIENTES;1;No;1;44531;44531;Vencido;GASTO;No;VERDADERO;REAL
44562;44558;DIA;-1269;VISA SANTANDER;1;No;1;44567;44575;Vencido;GASTO;No;VERDADERO;REAL
44562;44553;TELECENTRO;-5066;VISA SANTANDER;1;No;1;44567;44575;Vencido;GASTO;No;VERDADERO;REAL
44562;44556;DIA;-2756,81;VISA SANTANDER;1;No;1;44567;44575;Vencido;GASTO;No;VERDADERO;REAL
44593;44570;DIA;-4848,04;VISA SANTANDER;1;No;1;44602;44610;Vencido;GASTO;No;VERDADERO;REAL
44593;44570;COTO;-4437,32;VISA SANTANDER;1;No;1;44602;44610;Vencido;GASTO;No;VERDADERO;REAL
44593;44570;NEXTGARD;-1950;VISA SANTANDER;1;No;1;44602;44610;Vencido;GASTO;No;VERDADERO;REAL
44562;44556;DISPENSER;-1300;VISA SANTANDER;1;No;1;44567;44575;Vencido;GASTO;No;VERDADERO;REAL
44562;44557;PEDIDOS YA;-119;VISA SANTANDER;1;No;1;44567;44575;Vencido;GASTO;No;VERDADERO;REAL
44562;44557;PEDIDOS YA;-589;VISA SANTANDER;1;No;1;44567;44575;Vencido;GASTO;No;VERDADERO;REAL
44562;44557;BAÑERA HANNA;-320;VISA SANTANDER;1;Si;12;44567;44575;Vencido;GASTO;No;FALSO;REAL
44593;44557;BAÑERA HANNA;-320;VISA SANTANDER;2;Si;12;44602;44610;Vencido;GASTO;No;FALSO;REAL
44621;44557;BAÑERA HANNA;-320;VISA SANTANDER;3;Si;12;44630;44644;Vencido;GASTO;No;FALSO;REAL
44652;44557;BAÑERA HANNA;-320;VISA SANTANDER;4;Si;12;44658;44674;Vencido;GASTO;No;FALSO;REAL
44682;44557;BAÑERA HANNA;-320;VISA SANTANDER;5;Si;12;44686;44694;Proyectado y Actual;GASTO;Actual y Proximo;FALSO;REAL
44713;44557;BAÑERA HANNA;-320;VISA SANTANDER;6;Si;12;44722;44734;Proyectado y Actual;GASTO;Actual y Proximo;FALSO;REAL
44743;44557;BAÑERA HANNA;-320;VISA SANTANDER;7;Si;12;44752;44764;Proyectado y Actual;GASTO;No;FALSO;REAL
44774;44557;BAÑERA HANNA;-320;VISA SANTANDER;8;Si;12;44783;44794;Proyectado y Actual;GASTO;No;FALSO;REAL
44805;44557;BAÑERA HANNA;-320;VISA SANTANDER;9;Si;12;44814;44824;Proyectado y Actual;GASTO;No;FALSO;REAL
44835;44557;BAÑERA HANNA;-320;VISA SANTANDER;10;Si;12;44844;44854;Proyectado y Actual;GASTO;No;FALSO;REAL
44866;44557;BAÑERA HANNA;-320;VISA SANTANDER;11;Si;12;44875;44884;Proyectado y Actual;GASTO;No;FALSO;REAL
44896;44557;BAÑERA HANNA;-320;VISA SANTANDER;12;Si;12;44905;44914;Proyectado y Actual;GASTO;No;VERDADERO;REAL
44562;44560;DIEGO CHAC;-600;VISA SANTANDER;1;No;1;44567;44575;Vencido;GASTO;No;VERDADERO;REAL
44562;44565;EL MUNDO DEL REGALO;-1240;VISA SANTANDER;1;No;1;44567;44575;Vencido;GASTO;No;VERDADERO;REAL
44562;44563;MIRADOR SAN LUIS;-4660;VISA SANTANDER;1;No;1;44567;44575;Vencido;GASTO;No;VERDADERO;REAL
44562;44559;FARMACITY;-2066,2;VISA SANTANDER;1;No;1;44567;44575;Vencido;GASTO;No;VERDADERO;REAL
44562;44565;SUPERMERCADO CHINO;-7990;GASTOS CORRIENTES;1;No;1;44562;44562;Vencido;GASTO;No;VERDADERO;REAL
44562;44570;GASTOS SAN LUIS;-16000;GASTOS NO CORRIENTES;1;No;1;44562;44562;Vencido;GASTO;No;VERDADERO;REAL
44593;44571;COMIDA TOBY;-3089,333333;VISA SANTANDER;1;Si;3;44602;44610;Vencido;GASTO;No;FALSO;REAL
44621;44571;COMIDA TOBY;-3089,333333;VISA SANTANDER;2;Si;3;44630;44642;Vencido;GASTO;No;FALSO;REAL
44652;44571;COMIDA TOBY;-3089,333333;VISA SANTANDER;3;Si;3;44658;44673;Vencido;GASTO;No;VERDADERO;REAL
44562;44572;VAYO BUSSINESS;-76400;INVERSION;1;No;1;44562;44562;Vencido;INVERSION;No;VERDADERO;REAL
44562;44571;BEBE;-10000;INVERSION;1;No;1;44531;44531;Vencido;INVERSION;No;VERDADERO;REAL
44501;44512;BEBE;-6000;INVERSION;1;No;1;44501;44501;Vencido;INVERSION;No;VERDADERO;REAL
44470;44474;BEBE;-9000;INVERSION;1;No;1;44470;44470;Vencido;INVERSION;No;VERDADERO;REAL
44409;44411;BEBE;-6000;INVERSION;1;No;1;44409;44409;Vencido;INVERSION;No;VERDADERO;REAL
44378;44383;BEBE;-5000;INVERSION;1;No;1;44378;44378;Vencido;INVERSION;No;VERDADERO;REAL
44378;44381;BEBE;-5000;INVERSION;1;No;1;44378;44378;Vencido;INVERSION;No;VERDADERO;REAL
44378;44379;BEBE;-3000;INVERSION;1;No;1;44378;44378;Vencido;INVERSION;No;VERDADERO;REAL
44348;44361;BEBE;-5000;INVERSION;1;No;1;44348;44348;Vencido;INVERSION;No;VERDADERO;REAL
44593;44571;PEDIDOS YA;-1940;VISA SANTANDER;1;No;1;44602;44610;Vencido;GASTO;No;VERDADERO;REAL
44562;44573;JABON LIQUIDO;-1000;GASTOS CORRIENTES;1;No;1;44562;44562;Vencido;GASTO;No;VERDADERO;REAL
44562;44574;JABON LIQUIDO;-1500;GASTOS CORRIENTES;1;No;1;44562;44562;Vencido;GASTO;No;VERDADERO;REAL
44593;44573;HELADERIA;-1450;VISA SANTANDER;1;No;1;44602;44610;Vencido;GASTO;No;VERDADERO;REAL
44593;44574;TIEMPO DE SABORES;-580;VISA SANTANDER;1;No;1;44602;44610;Vencido;GASTO;No;VERDADERO;REAL
44562;44575;VERDULERIA;-970;GASTOS CORRIENTES;1;No;1;44562;44562;Vencido;GASTO;No;VERDADERO;REAL
44562;44576;FUTBOL;-500;GASTOS CORRIENTES;1;No;1;44562;44562;Vencido;GASTO;No;VERDADERO;REAL
44593;44575;DIA;-1022,63;VISA SANTANDER;1;No;1;44602;44610;Vencido;GASTO;No;VERDADERO;REAL
44593;44573;DIA;-1578,7;VISA SANTANDER;1;No;1;44602;44610;Vencido;GASTO;No;VERDADERO;REAL
44531;44510;KANIKAMA JEANS;-1720;VISA SANTANDER;1;Si;3;44540;44552;Vencido;GASTO;No;FALSO;REAL
44562;44510;KANIKAMA JEANS;-1720;VISA SANTANDER;2;Si;3;44567;44575;Vencido;GASTO;No;FALSO;REAL
44593;44510;KANIKAMA JEANS;-1720;VISA SANTANDER;3;Si;3;44602;44610;Vencido;GASTO;No;VERDADERO;REAL
44593;44553;TELECENTRO;-5066;VISA SANTANDER;1;Si;11;44602;44610;Vencido;GASTO;No;FALSO;REAL
44621;44553;TELECENTRO;-5066;VISA SANTANDER;2;Si;11;44630;44638;Vencido;GASTO;No;FALSO;REAL
44652;44553;TELECENTRO;-5724;VISA SANTANDER;3;Si;11;44658;44669;Vencido;GASTO;No;FALSO;REAL
44682;44673;TELECENTRO;-5724;VISA SANTANDER;4;Si;11;44686;44694;Proyectado y Actual;GASTO;Actual y Proximo;FALSO;REAL
44713;44553;TELECENTRO;-5724;VISA SANTANDER;5;Si;11;44722;44730;Proyectado y Actual;GASTO;Actual y Proximo;FALSO;REAL
44743;44553;TELECENTRO;-5724;VISA SANTANDER;6;Si;11;44752;44760;Proyectado y Actual;GASTO;No;FALSO;REAL
44774;44553;TELECENTRO;-5724;VISA SANTANDER;7;Si;11;44783;44791;Proyectado y Actual;GASTO;No;FALSO;REAL
44805;44553;TELECENTRO;-5724;VISA SANTANDER;8;Si;11;44814;44822;Proyectado y Actual;GASTO;No;FALSO;REAL
44835;44553;TELECENTRO;-5724;VISA SANTANDER;9;Si;11;44844;44852;Proyectado y Actual;GASTO;No;FALSO;REAL
44866;44553;TELECENTRO;-5724;VISA SANTANDER;10;Si;11;44875;44883;Proyectado y Actual;GASTO;No;FALSO;REAL
44896;44553;TELECENTRO;-5724;VISA SANTANDER;11;Si;11;44905;44913;Proyectado y Actual;GASTO;No;VERDADERO;REAL
44593;44576;REGALO GORDIS;-733,34;VISA SANTANDER;1;Si;3;44602;44610;Vencido;GASTO;No;FALSO;REAL
44621;44576;REGALO GORDIS;-733,34;VISA SANTANDER;2;Si;3;44630;44638;Vencido;GASTO;No;FALSO;REAL
44652;44576;REGALO GORDIS;-733,34;VISA SANTANDER;3;Si;3;44658;44669;Vencido;GASTO;No;VERDADERO;REAL
44593;44577;DIA;-4479,62;VISA SANTANDER;1;No;1;44602;44610;Vencido;GASTO;No;VERDADERO;REAL
44562;44581;PANADERIA;-400;GASTOS NO CORRIENTES;1;No;1;44562;44562;Vencido;GASTO;No;VERDADERO;REAL
44562;44581;FRAZADAS;-1400;GASTOS NO CORRIENTES;1;No;1;44562;44562;Vencido;GASTO;No;VERDADERO;REAL
44593;44579;PEDIDOS YA;-1089;VISA SANTANDER;1;No;1;44602;44610;Vencido;GASTO;No;VERDADERO;REAL
