Mes pago tarjeta;Fecha gasto;descripcion;importe;Tarjeta;Cuota;Con cuota;cantidad cuotas;Cierra;Vence;¿ Vencido ?;Agrupado;actual y proximo;Cuota Finalizada;tipo
43617;43615;ALMUERZO;-120;VISA SANTANDER;1;No;1;43615;43626;Vencido;GASTO;No;VERDADERO;REAL
43525;43525;ANA DE STEFANO;-460;VISA SANTANDER;1;Si;3;43524;43535;Vencido;GASTO;No;FALSO;REAL
43556;43556;ANA DE STEFANO;-460;VISA SANTANDER;2;Si;3;43552;43564;Vencido;GASTO;No;FALSO;REAL
43586;43586;ANA DE STEFANO;-460;VISA SANTANDER;3;Si;3;43587;43598;Vencido;GASTO;No;VERDADERO;REAL
43617;43595;BAKERY;-564;VISA SANTANDER;1;Si;2;43615;43626;Vencido;GASTO;No;FALSO;REAL
43647;43623;BAKERY;-511,4;VISA SANTANDER;2;Si;2;43643;43656;Vencido;GASTO;No;VERDADERO;REAL
43617;43601;BALANZA;-138,33;VISA SANTANDER;1;Si;6;43615;43626;Vencido;GASTO;No;FALSO;REAL
43617;43601;BALANZA;-138,33;VISA SANTANDER;2;Si;6;43615;43626;Vencido;GASTO;No;FALSO;REAL
43647;43601;BALANZA;-138,33;VISA SANTANDER;3;Si;6;43643;43656;Vencido;GASTO;No;FALSO;REAL
43678;43601;BALANZA;-138,33;VISA SANTANDER;4;Si;6;43678;43689;Vencido;GASTO;No;FALSO;REAL
43709;43601;BALANZA;-138,33;VISA SANTANDER;5;Si;6;43706;43717;Vencido;GASTO;No;FALSO;REAL
43739;43601;BALANZA;-138,33;VISA SANTANDER;6;Si;6;43734;43745;Vencido;GASTO;No;VERDADERO;REAL
43617;43604;BARRITAS PROTEINAS;-733,33;MERCADO PAGO;1;Si;3;43605;43618;Vencido;GASTO;No;FALSO;REAL
43647;43604;BARRITAS PROTEINAS;-733,33;MERCADO PAGO;2;Si;3;43636;43648;Vencido;GASTO;No;FALSO;REAL
43678;43604;BARRITAS PROTEINAS;-733,33;MERCADO PAGO;3;Si;3;43671;43682;Vencido;GASTO;No;VERDADERO;REAL
43466;43466;BOCA;-340;VISA SANTANDER;1;No;1;43461;43474;Vencido;GASTO;No;VERDADERO;REAL
43497;43497;BOCA;-340;VISA SANTANDER;1;No;1;43496;43507;Vencido;GASTO;No;VERDADERO;REAL
43525;43525;BOCA;-340;VISA SANTANDER;1;No;1;43524;43535;Vencido;GASTO;No;VERDADERO;REAL
43556;43556;BOCA;-340;VISA SANTANDER;1;No;1;43552;43564;Vencido;GASTO;No;VERDADERO;REAL
43586;43586;BOCA;-340;VISA SANTANDER;1;No;1;43587;43598;Vencido;GASTO;No;VERDADERO;REAL
43617;43617;BOCA;-340;VISA SANTANDER;1;No;1;43615;43626;Vencido;GASTO;No;VERDADERO;REAL
43647;43647;BOCA;-340;VISA SANTANDER;1;No;1;43643;43656;Vencido;GASTO;No;VERDADERO;REAL
43678;43678;BOCA;-340;VISA SANTANDER;1;No;1;43678;43689;Vencido;GASTO;No;VERDADERO;REAL
43709;43709;BOCA;-340;VISA SANTANDER;1;No;1;43706;43717;Vencido;GASTO;No;VERDADERO;REAL
43739;43739;BOCA;-400;VISA SANTANDER;1;No;1;43734;43745;Vencido;GASTO;No;VERDADERO;REAL
43770;43770;BOCA;-400;VISA SANTANDER;1;No;1;43769;43780;Vencido;GASTO;No;VERDADERO;REAL
43800;43800;BOCA;-400;VISA SANTANDER;1;No;1;43797;43808;Vencido;GASTO;No;VERDADERO;REAL
43556;43556;BOMBONERIA ROYAL;-511;VISA SANTANDER;1;No;1;43552;43564;Vencido;GASTO;No;VERDADERO;REAL
43556;43574;SUPERMERCADO CHINO;23,31;VISA SANTANDER;1;No;1;43552;43564;Vencido;GASTO;No;VERDADERO;REAL
43647;43634;CARREFOUR;-760;VISA SANTANDER;1;No;1;43643;43656;Vencido;GASTO;No;VERDADERO;REAL
43647;43638;CINE;-485;VISA SANTANDER;1;Si;8;43643;43656;Vencido;GASTO;No;FALSO;REAL
43678;43638;CINE;-530;MERCADO PAGO;2;Si;8;43671;43682;Vencido;GASTO;No;FALSO;REAL
43678;43650;CINE;-231,67;MERCADO PAGO;3;Si;8;43671;43682;Vencido;GASTO;No;FALSO;REAL
43678;43650;CINE;-131,67;MERCADO PAGO;4;Si;8;43671;43682;Vencido;GASTO;No;FALSO;REAL
43709;43650;CINE;-231,67;MERCADO PAGO;5;Si;8;43699;43710;Vencido;GASTO;No;FALSO;REAL
43709;43650;CINE;-131,67;MERCADO PAGO;6;Si;8;43699;43710;Vencido;GASTO;No;FALSO;REAL
43739;43650;CINE;-231,67;MERCADO PAGO;7;Si;8;43727;43739;Vencido;GASTO;No;FALSO;REAL
43739;43650;CINE;-131,67;MERCADO PAGO;8;Si;8;43727;43739;Vencido;GASTO;No;VERDADERO;REAL
43647;43621;COMIDA TOBY;-773;MERCADO PAGO;1;Si;4;43636;43648;Vencido;GASTO;No;FALSO;REAL
43647;43621;COMIDA TOBY;-773;MERCADO PAGO;2;Si;4;43636;43648;Vencido;GASTO;No;FALSO;REAL
43678;43621;COMIDA TOBY;-773;MERCADO PAGO;3;Si;4;43671;43682;Vencido;GASTO;No;FALSO;REAL
43709;43621;COMIDA TOBY;-773;MERCADO PAGO;4;Si;4;43699;43710;Vencido;GASTO;No;VERDADERO;REAL
43556;43545;COMPU;-1641,66;VISA SANTANDER;1;Si;12;43552;43564;Vencido;GASTO;No;FALSO;REAL
43586;43545;COMPU;-1641,66;VISA SANTANDER;2;Si;12;43587;43598;Vencido;GASTO;No;FALSO;REAL
43617;43545;COMPU;-1641,66;VISA SANTANDER;3;Si;12;43615;43626;Vencido;GASTO;No;FALSO;REAL
43647;43545;COMPU;-1641,66;VISA SANTANDER;4;Si;12;43643;43656;Vencido;GASTO;No;FALSO;REAL
43678;43545;COMPU;-1641,66;VISA SANTANDER;5;Si;12;43678;43689;Vencido;GASTO;No;FALSO;REAL
43709;43545;COMPU;-1641,66;VISA SANTANDER;6;Si;12;43706;43717;Vencido;GASTO;No;FALSO;REAL
43739;43545;COMPU;-1641,66;VISA SANTANDER;7;Si;12;43734;43745;Vencido;GASTO;No;FALSO;REAL
43770;43545;COMPU;-1641,66;VISA SANTANDER;8;Si;12;43769;43780;Vencido;GASTO;No;FALSO;REAL
43800;43545;COMPU;-1641,66;VISA SANTANDER;9;Si;12;43797;43808;Vencido;GASTO;No;FALSO;REAL
43831;43545;COMPU;-1641,66;VISA SANTANDER;10;Si;12;43825;43836;Vencido;GASTO;No;FALSO;REAL
43862;43545;COMPU;-1641,66;VISA SANTANDER;11;Si;12;43867;43878;Vencido;GASTO;No;FALSO;REAL
43891;43545;COMPU;-1641,66;VISA SANTANDER;12;Si;12;43895;43906;Vencido;GASTO;No;VERDADERO;REAL
43617;43601;CONSUMO EN PESOS;-138,34;VISA SANTANDER;1;No;1;43615;43626;Vencido;GASTO;No;VERDADERO;REAL
43556;43556;COTO;-1899,66;VISA SANTANDER;1;No;1;43552;43564;Vencido;GASTO;No;VERDADERO;REAL
43617;43604;COTO;-5473,51;VISA SANTANDER;1;No;1;43615;43626;Vencido;GASTO;No;VERDADERO;REAL
43647;43621;COTO;-1605,44;VISA SANTANDER;1;No;1;43643;43656;Vencido;GASTO;No;VERDADERO;REAL
43556;43556;DIA;-320,97;VISA SANTANDER;1;No;1;43552;43564;Vencido;GASTO;No;VERDADERO;REAL
43556;43556;DIA;-274,97;VISA SANTANDER;1;No;1;43552;43564;Vencido;GASTO;No;VERDADERO;REAL
43556;43556;DIA;-198,9;VISA SANTANDER;1;No;1;43552;43564;Vencido;GASTO;No;VERDADERO;REAL
43556;43556;DIA;-327,6;VISA SANTANDER;1;No;1;43552;43564;Vencido;GASTO;No;VERDADERO;REAL
43556;43556;DIA;-511,12;VISA SANTANDER;1;No;1;43552;43564;Vencido;GASTO;No;VERDADERO;REAL
43556;43556;DIA;-199,99;VISA SANTANDER;1;No;1;43552;43564;Vencido;GASTO;No;VERDADERO;REAL
43617;43588;DIA;-598,61;VISA SANTANDER;1;No;1;43615;43626;Vencido;GASTO;No;VERDADERO;REAL
43617;43590;DIA;-894,97;VISA SANTANDER;1;No;1;43615;43626;Vencido;GASTO;No;VERDADERO;REAL
43617;43603;DIA;-1046,86;VISA SANTANDER;1;No;1;43615;43626;Vencido;GASTO;No;VERDADERO;REAL
43617;43605;DIA;-190,39;VISA SANTANDER;1;No;1;43615;43626;Vencido;GASTO;No;VERDADERO;REAL
43617;43606;DIA;-154;VISA SANTANDER;1;No;1;43615;43626;Vencido;GASTO;No;VERDADERO;REAL
43617;43608;DIA;-103,98;VISA SANTANDER;1;No;1;43615;43626;Vencido;GASTO;No;VERDADERO;REAL
43647;43620;DIA;-591,66;VISA SANTANDER;1;No;1;43643;43656;Vencido;GASTO;No;VERDADERO;REAL
43647;43624;DIA;-393,35;VISA SANTANDER;1;No;1;43643;43656;Vencido;GASTO;No;VERDADERO;REAL
43647;43633;DIA;-1558,99;VISA SANTANDER;1;No;1;43643;43656;Vencido;GASTO;No;VERDADERO;REAL
43647;43644;DIA;-384,94;VISA SANTANDER;1;No;1;43643;43656;Vencido;GASTO;No;VERDADERO;REAL
43556;43556;DISPENSER;-400;VISA SANTANDER;1;No;1;43552;43564;Vencido;GASTO;No;VERDADERO;REAL
43586;43586;DISPENSER;-400;VISA SANTANDER;1;No;1;43587;43598;Vencido;GASTO;No;VERDADERO;REAL
43617;43617;DISPENSER;-400;VISA SANTANDER;1;No;1;43615;43626;Vencido;GASTO;No;VERDADERO;REAL
43647;43647;DISPENSER;-450;VISA SANTANDER;1;No;1;43643;43656;Vencido;GASTO;No;VERDADERO;REAL
43678;43678;DISPENSER;-450;VISA SANTANDER;1;No;1;43678;43689;Vencido;GASTO;No;VERDADERO;REAL
43709;43709;DISPENSER;-450;VISA SANTANDER;1;No;1;43706;43717;Vencido;GASTO;No;VERDADERO;REAL
43739;43739;DISPENSER;-450;VISA SANTANDER;1;No;1;43734;43745;Vencido;GASTO;No;VERDADERO;REAL
43770;43770;DISPENSER;-450;VISA SANTANDER;1;No;1;43769;43780;Vencido;GASTO;No;VERDADERO;REAL
43800;43800;DISPENSER;-450;VISA SANTANDER;1;No;1;43797;43808;Vencido;GASTO;No;VERDADERO;REAL
43831;43831;DISPENSER;-550;VISA SANTANDER;1;No;1;43825;43836;Vencido;GASTO;No;VERDADERO;REAL
43862;43862;DISPENSER;-550;VISA SANTANDER;1;No;1;43867;43878;Vencido;GASTO;No;VERDADERO;REAL
43891;43891;DISPENSER;-550;VISA SANTANDER;1;No;1;43895;43906;Vencido;GASTO;No;VERDADERO;REAL
43922;43922;DISPENSER;-550;VISA SANTANDER;1;No;1;43929;43941;Vencido;GASTO;No;VERDADERO;REAL
43952;43952;DISPENSER;-550;VISA SANTANDER;1;No;1;43958;43969;Vencido;GASTO;No;VERDADERO;REAL
43770;43602;ENVIO BALANZA;-139;VISA SANTANDER;1;No;1;43769;43780;Vencido;GASTO;No;VERDADERO;REAL
43617;43601;EXPRESS SARMIENTO;-516,29;VISA SANTANDER;1;No;1;43615;43626;Vencido;GASTO;No;VERDADERO;REAL
43617;43615;FARMACITY;-180,7;VISA SANTANDER;1;Si;3;43615;43626;Vencido;GASTO;No;FALSO;REAL
43647;43627;FARMACITY;-637,38;VISA SANTANDER;2;Si;3;43643;43656;Vencido;GASTO;No;FALSO;REAL
43678;43627;FARMACITY;-637,38;VISA SANTANDER;3;Si;3;43678;43689;Vencido;GASTO;No;VERDADERO;REAL
43647;43631;HAKA;-133,34;VISA SANTANDER;1;Si;3;43643;43656;Vencido;GASTO;No;FALSO;REAL
43678;43631;HAKA;-133,34;VISA SANTANDER;2;Si;3;43678;43689;Vencido;GASTO;No;FALSO;REAL
43709;43631;HAKA;-133,34;VISA SANTANDER;3;Si;3;43706;43717;Vencido;GASTO;No;VERDADERO;REAL
43617;43588;LOVE CHUKA;-190;VISA SANTANDER;1;Si;2;43615;43626;Vencido;GASTO;No;FALSO;REAL
43647;43588;LOVE CHUKA;-190;VISA SANTANDER;2;Si;2;43643;43656;Vencido;GASTO;No;VERDADERO;REAL
43556;43556;MC;-329;VISA SANTANDER;1;No;1;43552;43564;Vencido;GASTO;No;VERDADERO;REAL
43374;43344;MERCADO ELECTRO;-1499,91;AMEX SANTANDER;1;Si;12;43373;43384;Vencido;GASTO;No;FALSO;REAL
43405;43344;MERCADO ELECTRO;-1499,91;AMEX SANTANDER;2;Si;12;43404;43415;Vencido;GASTO;No;FALSO;REAL
43435;43344;MERCADO ELECTRO;-1499,91;AMEX SANTANDER;3;Si;12;43434;43445;Vencido;GASTO;No;FALSO;REAL
43466;43344;MERCADO ELECTRO;-1499,91;AMEX SANTANDER;4;Si;12;43465;43476;Vencido;GASTO;No;FALSO;REAL
43497;43344;MERCADO ELECTRO;-1499,91;AMEX SANTANDER;5;Si;12;43496;43507;Vencido;GASTO;No;FALSO;REAL
43525;43344;MERCADO ELECTRO;-1499,91;AMEX SANTANDER;6;Si;12;43524;43535;Vencido;GASTO;No;FALSO;REAL
43556;43344;MERCADO ELECTRO;-1499,91;AMEX SANTANDER;7;Si;12;43555;43566;Vencido;GASTO;No;FALSO;REAL
43586;43344;MERCADO ELECTRO;-1499,91;AMEX SANTANDER;8;Si;12;43585;43596;Vencido;GASTO;No;FALSO;REAL
43617;43344;MERCADO ELECTRO;-1499,91;AMEX SANTANDER;9;Si;12;43616;43627;Vencido;GASTO;No;FALSO;REAL
43647;43344;MERCADO ELECTRO;-1499,91;AMEX SANTANDER;10;Si;12;43646;43657;Vencido;GASTO;No;FALSO;REAL
43678;43344;MERCADO ELECTRO;-1499,91;AMEX SANTANDER;11;Si;12;43677;43688;Vencido;GASTO;No;FALSO;REAL
43709;43344;MERCADO ELECTRO;-1499,91;AMEX SANTANDER;12;Si;12;43708;43719;Vencido;GASTO;No;VERDADERO;REAL
43556;43574;SUPERMERCADO CHINO;-311;VISA SANTANDER;1;No;1;43552;43564;Vencido;GASTO;No;VERDADERO;REAL
43497;43476;MERPAGO*CHEVALLIERAPP;-553;MERCADO PAGO;1;Si;19;43485;43498;Vencido;GASTO;No;FALSO;REAL
43497;43476;MERPAGO*CHEVALLIERAPP;-581;MERCADO PAGO;2;Si;19;43485;43498;Vencido;GASTO;No;FALSO;REAL
43525;43476;MERPAGO*CHEVALLIERAPP;-553;MERCADO PAGO;3;Si;19;43516;43526;Vencido;GASTO;No;FALSO;REAL
43525;43476;MERPAGO*CHEVALLIERAPP;-581;MERCADO PAGO;4;Si;19;43516;43526;Vencido;GASTO;No;FALSO;REAL
43556;43476;MERPAGO*CHEVALLIERAPP;-553;MERCADO PAGO;5;Si;19;43544;43558;Vencido;GASTO;No;FALSO;REAL
43556;43476;MERPAGO*CHEVALLIERAPP;-581;MERCADO PAGO;6;Si;19;43544;43558;Vencido;GASTO;No;FALSO;REAL
43586;43476;MERPAGO*CHEVALLIERAPP;-553;MERCADO PAGO;7;Si;19;43575;43587;Vencido;GASTO;No;FALSO;REAL
43586;43476;MERPAGO*CHEVALLIERAPP;-581;MERCADO PAGO;8;Si;19;43575;43587;Vencido;GASTO;No;FALSO;REAL
43617;43476;MERPAGO*CHEVALLIERAPP;-553;MERCADO PAGO;9;Si;19;43605;43618;Vencido;GASTO;No;FALSO;REAL
43617;43476;MERPAGO*CHEVALLIERAPP;-581;MERCADO PAGO;10;Si;19;43605;43618;Vencido;GASTO;No;FALSO;REAL
43647;43476;MERPAGO*CHEVALLIERAPP;-553;MERCADO PAGO;11;Si;19;43636;43648;Vencido;GASTO;No;FALSO;REAL
43647;43476;MERPAGO*CHEVALLIERAPP;-581;MERCADO PAGO;12;Si;19;43636;43648;Vencido;GASTO;No;FALSO;REAL
43525;43493;MERPAGO*CHEVALLIERAPP;498;MERCADO PAGO;13;Si;19;43516;43526;Vencido;GASTO;No;FALSO;REAL
43556;43493;MERPAGO*CHEVALLIERAPP;498;MERCADO PAGO;14;Si;19;43544;43558;Vencido;GASTO;No;FALSO;REAL
43586;43493;MERPAGO*CHEVALLIERAPP;498;MERCADO PAGO;15;Si;19;43575;43587;Vencido;GASTO;No;FALSO;REAL
43617;43493;MERPAGO*CHEVALLIERAPP;498;MERCADO PAGO;16;Si;19;43605;43618;Vencido;GASTO;No;FALSO;REAL
43647;43493;MERPAGO*CHEVALLIERAPP;498;MERCADO PAGO;17;Si;19;43636;43648;Vencido;GASTO;No;FALSO;REAL
43678;43493;MERPAGO*CHEVALLIERAPP;498;MERCADO PAGO;18;Si;19;43671;43682;Vencido;GASTO;No;FALSO;REAL
43709;43493;MERPAGO*CHEVALLIERAPP;498;MERCADO PAGO;19;Si;19;43699;43710;Vencido;GASTO;No;VERDADERO;REAL
43617;43598;MERPAGO*INOTECH ;-165,66;MERCADO PAGO;1;Si;3;43605;43618;Vencido;GASTO;No;FALSO;REAL
43647;43598;MERPAGO*INOTECH ;-165,66;MERCADO PAGO;2;Si;3;43636;43648;Vencido;GASTO;No;FALSO;REAL
43678;43598;MERPAGO*INOTECH ;-165,66;MERCADO PAGO;3;Si;3;43671;43682;Vencido;GASTO;No;VERDADERO;REAL
43586;43575;MIRA LO QUE TENGO;-240;MERCADO PAGO;1;Si;3;43575;43587;Vencido;GASTO;No;FALSO;REAL
43617;43575;MIRA LO QUE TENGO;-240;MERCADO PAGO;2;Si;3;43605;43618;Vencido;GASTO;No;FALSO;REAL
43647;43575;MIRA LO QUE TENGO;-240;MERCADO PAGO;3;Si;3;43636;43648;Vencido;GASTO;No;VERDADERO;REAL
43586;43565;MERPAGO*NESCAFE DOLCE ;-762,17;MERCADO PAGO;1;Si;3;43575;43587;Vencido;GASTO;No;FALSO;REAL
43617;43565;MERPAGO*NESCAFE DOLCE ;-762,17;MERCADO PAGO;2;Si;3;43605;43618;Vencido;GASTO;No;FALSO;REAL
43647;43565;MERPAGO*NESCAFE DOLCE ;-762,17;MERCADO PAGO;3;Si;3;43636;43648;Vencido;GASTO;No;VERDADERO;REAL
43497;43489;MERPAGO*NEXT CLICK;-141,58;MERCADO PAGO;1;Si;12;43485;43498;Vencido;GASTO;No;FALSO;REAL
43525;43489;MERPAGO*NEXT CLICK;-141,58;MERCADO PAGO;2;Si;12;43516;43526;Vencido;GASTO;No;FALSO;REAL
43556;43489;MERPAGO*NEXT CLICK;-141,58;MERCADO PAGO;3;Si;12;43544;43558;Vencido;GASTO;No;FALSO;REAL
43586;43489;MERPAGO*NEXT CLICK;-141,58;MERCADO PAGO;4;Si;12;43575;43587;Vencido;GASTO;No;FALSO;REAL
43617;43489;MERPAGO*NEXT CLICK;-141,58;MERCADO PAGO;5;Si;12;43605;43618;Vencido;GASTO;No;FALSO;REAL
43647;43489;MERPAGO*NEXT CLICK;-141,58;MERCADO PAGO;6;Si;12;43636;43648;Vencido;GASTO;No;FALSO;REAL
43678;43489;MERPAGO*NEXT CLICK;-141,58;MERCADO PAGO;7;Si;12;43671;43682;Vencido;GASTO;No;FALSO;REAL
43709;43489;MERPAGO*NEXT CLICK;-141,58;MERCADO PAGO;8;Si;12;43699;43710;Vencido;GASTO;No;FALSO;REAL
43739;43489;MERPAGO*NEXT CLICK;-141,58;MERCADO PAGO;9;Si;12;43727;43739;Vencido;GASTO;No;FALSO;REAL
43770;43489;MERPAGO*NEXT CLICK;-141,58;MERCADO PAGO;10;Si;12;43762;43773;Vencido;GASTO;No;FALSO;REAL
43800;43489;MERPAGO*NEXT CLICK;-141,58;MERCADO PAGO;11;Si;12;43790;43801;Vencido;GASTO;No;FALSO;REAL
43831;43489;MERPAGO*NEXT CLICK;-141,58;MERCADO PAGO;12;Si;12;43818;43832;Vencido;GASTO;No;VERDADERO;REAL
43497;43470;MERPAGO*SKY TEDDY ;-296,66;MERCADO PAGO;1;Si;6;43485;43498;Vencido;GASTO;No;FALSO;REAL
43525;43470;MERPAGO*SKY TEDDY ;-296,66;MERCADO PAGO;2;Si;6;43516;43526;Vencido;GASTO;No;FALSO;REAL
43556;43470;MERPAGO*SKY TEDDY ;-296,66;MERCADO PAGO;3;Si;6;43544;43558;Vencido;GASTO;No;FALSO;REAL
43586;43470;MERPAGO*SKY TEDDY ;-296,66;MERCADO PAGO;4;Si;6;43575;43587;Vencido;GASTO;No;FALSO;REAL
43617;43470;MERPAGO*SKY TEDDY ;-296,66;MERCADO PAGO;5;Si;6;43605;43618;Vencido;GASTO;No;FALSO;REAL
43647;43470;MERPAGO*SKY TEDDY ;-296,66;MERCADO PAGO;6;Si;6;43636;43648;Vencido;GASTO;No;VERDADERO;REAL
43435;43433;MERPAGO*SONNOS;-59,41;MERCADO PAGO;1;Si;6;43424;43436;Vencido;GASTO;No;FALSO;REAL
43466;43433;MERPAGO*SONNOS;-59,41;MERCADO PAGO;2;Si;6;43454;43467;Vencido;GASTO;No;FALSO;REAL
43497;43433;MERPAGO*SONNOS;-59,41;MERCADO PAGO;3;Si;6;43485;43498;Vencido;GASTO;No;FALSO;REAL
43525;43433;MERPAGO*SONNOS;-59,41;MERCADO PAGO;4;Si;6;43516;43526;Vencido;GASTO;No;FALSO;REAL
43556;43433;MERPAGO*SONNOS;-59,41;MERCADO PAGO;5;Si;6;43544;43558;Vencido;GASTO;No;FALSO;REAL
43586;43433;MERPAGO*SONNOS;-59,41;MERCADO PAGO;6;Si;6;43575;43587;Vencido;GASTO;No;VERDADERO;REAL
43556;43556;MIRA LO QUE TENGO;-720;VISA SANTANDER;1;No;1;43552;43564;Vencido;GASTO;No;VERDADERO;REAL
43617;43613;MOCHILA BEBE;-766,34;VISA SANTANDER;1;Si;3;43615;43626;Vencido;GASTO;No;FALSO;REAL
43647;43613;MOCHILA BEBE;-766,34;VISA SANTANDER;2;Si;3;43643;43656;Vencido;GASTO;No;FALSO;REAL
43678;43613;MOCHILA BEBE;-766,34;VISA SANTANDER;3;Si;3;43678;43689;Vencido;GASTO;No;VERDADERO;REAL
43617;43598;MOUSE;-165,67;VISA SANTANDER;1;Si;3;43615;43626;Vencido;GASTO;No;FALSO;REAL
43647;43598;MOUSE;-165,67;VISA SANTANDER;2;Si;3;43643;43656;Vencido;GASTO;No;FALSO;REAL
43678;43598;MOUSE;-165,67;VISA SANTANDER;3;Si;3;43678;43689;Vencido;GASTO;No;VERDADERO;REAL
43466;43466;NETFLIX;-299;VISA SANTANDER;1;No;1;43461;43474;Vencido;GASTO;No;VERDADERO;REAL
43497;43497;NETFLIX;-299;VISA SANTANDER;1;No;1;43496;43507;Vencido;GASTO;No;VERDADERO;REAL
43525;43525;NETFLIX;-299;VISA SANTANDER;1;No;1;43524;43535;Vencido;GASTO;No;VERDADERO;REAL
43556;43556;NETFLIX;-299;VISA SANTANDER;1;No;1;43552;43564;Vencido;GASTO;No;VERDADERO;REAL
43586;43586;NETFLIX;-299;VISA SANTANDER;1;No;1;43587;43598;Vencido;GASTO;No;VERDADERO;REAL
43617;43617;NETFLIX;-299;VISA SANTANDER;1;No;1;43615;43626;Vencido;GASTO;No;VERDADERO;REAL
43647;43647;NETFLIX;-299;VISA SANTANDER;1;No;1;43643;43656;Vencido;GASTO;No;VERDADERO;REAL
43678;43678;NETFLIX;-369;VISA SANTANDER;1;No;1;43678;43689;Vencido;GASTO;No;VERDADERO;REAL
43709;43709;NETFLIX;-369;VISA SANTANDER;1;No;1;43706;43717;Vencido;GASTO;No;VERDADERO;REAL
43739;43739;NETFLIX;-369;VISA SANTANDER;1;No;1;43734;43745;Vencido;GASTO;No;VERDADERO;REAL
43770;43770;NETFLIX;-369;VISA SANTANDER;1;No;1;43769;43780;Vencido;GASTO;No;VERDADERO;REAL
43800;43800;NETFLIX;-369;VISA SANTANDER;1;No;1;43797;43808;Vencido;GASTO;No;VERDADERO;REAL
43617;43613;PERFUME;-1090;VISA SANTANDER;1;No;1;43615;43626;Vencido;GASTO;No;VERDADERO;REAL
43617;43605;PORTA CAPSULAS;-379,33;MERCADO PAGO;1;Si;3;43605;43618;Vencido;GASTO;No;FALSO;REAL
43647;43605;PORTA CAPSULAS;-379,33;MERCADO PAGO;2;Si;3;43636;43648;Vencido;GASTO;No;FALSO;REAL
43678;43605;PORTA CAPSULAS;-379,33;MERCADO PAGO;3;Si;3;43671;43682;Vencido;GASTO;No;VERDADERO;REAL
43647;43621;PUPPIS;-2320,01;MERCADO PAGO;1;Si;2;43636;43648;Vencido;GASTO;No;FALSO;REAL
43647;43628;PUPPIS;-485;MERCADO PAGO;2;Si;2;43636;43648;Vencido;GASTO;No;VERDADERO;REAL
43647;43623;QUESERIA DE MI;-373,34;MERCADO PAGO;1;Si;3;43636;43648;Vencido;GASTO;No;FALSO;REAL
43678;43623;QUESERIA DE MI;-373,34;MERCADO PAGO;2;Si;3;43671;43682;Vencido;GASTO;No;FALSO;REAL
43709;43623;QUESERIA DE MI;-373,34;MERCADO PAGO;3;Si;3;43699;43710;Vencido;GASTO;No;VERDADERO;REAL
43556;43556;REGALO BEBE;-460;VISA SANTANDER;1;No;1;43552;43564;Vencido;GASTO;No;VERDADERO;REAL
43556;43556;STARBUCKS;-136;VISA SANTANDER;1;No;1;43552;43564;Vencido;GASTO;No;VERDADERO;REAL
43556;43556;STARBUCKS;-70;VISA SANTANDER;2;No;1;43552;43564;Vencido;GASTO;No;FALSO;REAL
43556;43556;SUBE;-500;MERCADO PAGO;1;No;1;43544;43558;Vencido;GASTO;No;VERDADERO;REAL
43586;43565;SUBE;-500;MERCADO PAGO;2;No;1;43575;43587;Vencido;GASTO;No;FALSO;REAL
43586;43582;SUBE;-50;MERCADO PAGO;3;No;1;43575;43587;Vencido;GASTO;No;FALSO;REAL
43647;43619;SUBE;-500;MERCADO PAGO;4;No;1;43636;43648;Vencido;GASTO;No;FALSO;REAL
43709;43641;SUBE;-500;MERCADO PAGO;5;No;1;43699;43710;Vencido;GASTO;No;FALSO;REAL
43586;43565;SUBE1;-160;MERCADO PAGO;1;No;1;43575;43587;Vencido;GASTO;No;VERDADERO;REAL
43586;43565;SUBE2;-500;MERCADO PAGO;1;No;1;43575;43587;Vencido;GASTO;No;VERDADERO;REAL
43556;43574;SUPERMERCADO CHINO;-155,45;VISA SANTANDER;1;No;1;43552;43564;Vencido;GASTO;No;VERDADERO;REAL
43617;43588;TAKE & COFFE;-120;VISA SANTANDER;1;No;1;43615;43626;Vencido;GASTO;No;VERDADERO;REAL
43617;43591;TAKE & COFFE;-95;VISA SANTANDER;2;No;1;43615;43626;Vencido;GASTO;No;FALSO;REAL
43617;43594;TAKE & COFFE;-120;VISA SANTANDER;3;No;1;43615;43626;Vencido;GASTO;No;FALSO;REAL
43556;43556;TELECENTRO;-1108;VISA SANTANDER;1;No;1;43552;43564;Vencido;GASTO;No;VERDADERO;REAL
43586;43586;TELECENTRO;-1108;VISA SANTANDER;1;No;1;43587;43598;Vencido;GASTO;No;VERDADERO;REAL
43617;43617;TELECENTRO;-1151,09;VISA SANTANDER;1;No;1;43615;43626;Vencido;GASTO;No;VERDADERO;REAL
43647;43647;TELECENTRO;-2341;VISA SANTANDER;1;No;1;43643;43656;Vencido;GASTO;No;VERDADERO;REAL
43678;43678;TELECENTRO;-2341;VISA SANTANDER;1;No;1;43678;43689;Vencido;GASTO;No;VERDADERO;REAL
43709;43709;TELECENTRO;-2341;VISA SANTANDER;1;No;1;43706;43717;Vencido;GASTO;No;VERDADERO;REAL
43739;43739;TELECENTRO;-2537,46;VISA SANTANDER;1;No;1;43734;43745;Vencido;GASTO;No;VERDADERO;REAL
43770;43770;TELECENTRO;-2537,46;VISA SANTANDER;1;No;1;43769;43780;Vencido;GASTO;No;VERDADERO;REAL
43800;43800;TELECENTRO;-2537,46;VISA SANTANDER;1;No;1;43797;43808;Vencido;GASTO;No;VERDADERO;REAL
